SN,Train_No,Station_Code,1A,2A,3A,SL,Station_Name,Route_Number,Arrival_time,Departure_Time,Distance,Arrival_Minutes,Departure_Minutes,Arrival_Formatted,Departure_Formatted
4,12179,PNK,505,424,343,262,PANKI,1,17:45:00,17:46:00,81,1065.0,1066.0,17:45,17:46
5,12179,RURA,665,552,439,326,RURA,1,18:08:00,18:09:00,113,1088.0,1089.0,18:08,18:09
6,12179,JJK,760,628,496,364,JHINJHAK,1,18:23:00,18:24:00,132,1103.0,1104.0,18:23,18:24
7,12179,PHD,860,708,556,404,PHAPHUND,1,18:44:00,18:45:00,152,1124.0,1125.0,18:44,18:45
8,12179,BNT,1040,852,664,476,BHARTHANA,1,19:10:00,19:11:00,188,1150.0,1151.0,19:10,19:11
9,12179,ETW,1140,932,724,516,ETAWAH,1,19:26:00,19:27:00,208,1166.0,1167.0,19:26,19:27
10,12179,SKB,1390,1132,874,616,SHIKOHABAD J,1,20:04:00,20:05:00,258,1204.0,1205.0,20:04,20:05
11,12179,FZD,1490,1212,934,656,FIROZABAD,1,20:20:00,20:21:00,278,1220.0,1221.0,20:20,20:21
12,12179,TDL,1570,1276,982,688,TUNDLA JN,1,20:48:00,20:50:00,294,1248.0,1250.0,20:48,20:50
13,12179,RKM,1695,1376,1057,738,RAJA-KI-MAND,1,21:34:00,21:36:00,319,1294.0,1296.0,21:34,21:36
14,12179,AGC,1715,1392,1069,746,AGRA CANTT,1,21:55:00,21:55:00,323,1315.0,1315.0,21:55,21:55
1,12180,AGC,100,100,100,100,AGRA CANTT,1,05:50:00,05:50:00,0,350.0,350.0,05:50,05:50
2,12180,RKM,115,112,109,106,RAJA-KI-MAND,1,06:00:00,06:01:00,3,360.0,361.0,06:00,06:01
3,12180,TDL,240,212,184,156,TUNDLA JN,1,06:53:00,06:55:00,28,413.0,415.0,06:53,06:55
4,12180,FZD,325,280,235,190,FIROZABAD,1,07:08:00,07:09:00,45,428.0,429.0,07:08,07:09
5,12180,SKB,425,360,295,230,SHIKOHABAD J,1,07:24:00,07:25:00,65,444.0,445.0,07:24,07:25
6,12180,ETW,675,560,445,330,ETAWAH,1,07:59:00,08:00:00,115,479.0,480.0,07:59,08:00
7,12180,BNT,770,636,502,368,BHARTHANA,1,08:15:00,08:16:00,134,495.0,496.0,08:15,08:16
8,12180,PHD,955,784,613,442,PHAPHUND,1,08:41:00,08:42:00,171,521.0,522.0,08:41,08:42
9,12180,JJK,1055,864,673,482,JHINJHAK,1,08:56:00,08:57:00,191,536.0,537.0,08:56,08:57
10,12180,RURA,1150,940,730,520,RURA,1,09:12:00,09:13:00,210,552.0,553.0,09:12,09:13
11,12180,PNK,1305,1064,823,582,PANKI,1,09:35:00,09:36:00,241,575.0,576.0,09:35,09:36
12,12180,CNB,1345,1096,847,598,KANPUR CENTR,1,10:15:00,10:20:00,249,615.0,620.0,10:15,10:20
13,12180,ON,1435,1168,901,634,UNNAO JN.,1,10:42:00,10:44:00,267,642.0,644.0,10:42,10:44
14,12180,LJN,1715,1392,1069,746,LUCKNOW JN.,1,11:45:00,11:45:00,323,705.0,705.0,11:45,11:45
1,12181,JBP,100,100,100,100,JABALPUR,1,20:25:00,20:25:00,0,1225.0,1225.0,20:25,20:25
2,12181,SHR,290,252,214,176,SIHORAROAD,1,20:53:00,20:55:00,38,1253.0,1255.0,20:53,20:55
3,12181,KTE,550,460,370,280,KATNI,1,21:30:00,21:55:00,90,1290.0,1315.0,21:30,21:55
4,12181,DMO,1110,908,706,504,DAMOH,1,23:22:00,23:25:00,202,1402.0,1405.0,23:22,23:25
5,12181,SGO,1495,1216,937,658,SAUGOR,1,00:22:00,00:25:00,279,22.0,25.0,00:22,00:25
6,12181,MAKR,1850,1500,1150,800,MALKHEDI,1,01:28:00,01:30:00,350,88.0,90.0,01:28,01:30
7,12181,MNV,1980,1604,1228,852,MUNGAOLI,1,02:31:00,02:33:00,376,151.0,153.0,02:31,02:33
8,12181,ASKN,2205,1784,1363,942,ASHOK NAGAR,1,03:11:00,03:13:00,421,191.0,193.0,03:11,03:13
9,12181,GUNA,2430,1964,1498,1032,GUNA,1,04:05:00,04:10:00,466,245.0,250.0,04:05,04:10
10,12181,RTA,2530,2044,1558,1072,RUTHIYAI JN,1,04:40:00,04:45:00,486,280.0,285.0,04:40,04:45
11,12181,CAG,2725,2200,1675,1150,CHHABRAGUGOR,1,05:25:00,05:27:00,525,325.0,327.0,05:25,05:27
12,12181,BAZ,3020,2436,1852,1268,BARAN,1,06:07:00,06:09:00,584,367.0,369.0,06:07,06:09
13,12181,ATH,3130,2524,1918,1312,ANTAH,1,06:27:00,06:29:00,606,387.0,389.0,06:27,06:29
14,12181,KOTA,3350,2700,2050,1400,KOTA,1,07:30:00,07:40:00,650,450.0,460.0,07:30,07:40
15,12181,SWM,3890,3132,2374,1616,SAWAI MADHOP,1,09:20:00,09:40:00,758,560.0,580.0,09:20,09:40
16,12181,CKB,4000,3220,2440,1660,CHOUTH-KA-BA,1,09:55:00,09:57:00,780,595.0,597.0,09:55,09:57
17,12181,BNLW,4215,3392,2569,1746,BANASTHALI N,1,10:31:00,10:33:00,823,631.0,633.0,10:31,10:33
18,12181,DPA,4510,3628,2746,1864,DURGAPURA,1,11:13:00,11:14:00,882,673.0,674.0,11:13,11:14
19,12181,JP,4545,3656,2767,1878,JAIPUR JN.,1,11:50:00,12:00:00,889,710.0,720.0,11:50,12:00
20,12181,FL,4820,3876,2932,1988,PHULERA JN.,1,12:45:00,12:47:00,944,765.0,767.0,12:45,12:47
21,12181,KSG,5075,4080,3085,2090,KISHANGARH,1,13:26:00,13:28:00,995,806.0,808.0,13:26,13:28
22,12181,AII,5220,4196,3172,2148,AJMER JN.,1,14:20:00,14:20:00,1024,860.0,860.0,14:20,14:20
1,12182,AII,100,100,100,100,AJMER JN.,1,15:30:00,15:30:00,0,930.0,930.0,15:30,15:30
2,12182,KSG,240,212,184,156,KISHANGARH,1,15:56:00,15:58:00,28,956.0,958.0,15:56,15:58
3,12182,FL,495,416,337,258,PHULERA JN.,1,16:37:00,16:39:00,79,997.0,999.0,16:37,16:39
4,12182,JP,770,636,502,368,JAIPUR JN.,1,17:25:00,17:35:00,134,1045.0,1055.0,17:25,17:35
5,12182,DPA,805,664,523,382,DURGAPURA,1,17:41:00,17:44:00,141,1061.0,1064.0,17:41,17:44
6,12182,BNLW,1100,900,700,500,BANASTHALI N,1,18:28:00,18:30:00,200,1108.0,1110.0,18:28,18:30
7,12182,CKB,1320,1076,832,588,CHOUTH-KA-BA,1,19:03:00,19:05:00,244,1143.0,1145.0,19:03,19:05
8,12182,SWM,1425,1160,895,630,SAWAI MADHOP,1,19:45:00,19:55:00,265,1185.0,1195.0,19:45,19:55
9,12182,KOTA,1965,1592,1219,846,KOTA,1,21:20:00,21:35:00,373,1280.0,1295.0,21:20,21:35
10,12182,ATH,2190,1772,1354,936,ANTAH,1,22:08:00,22:10:00,418,1328.0,1330.0,22:08,22:10
11,12182,BAZ,2300,1860,1420,980,BARAN,1,22:31:00,22:33:00,440,1351.0,1353.0,22:31,22:33
12,12182,CAG,2590,2092,1594,1096,CHHABRAGUGOR,1,23:13:00,23:15:00,498,1393.0,1395.0,23:13,23:15
13,12182,RTA,2785,2248,1711,1174,RUTHIYAI JN,1,00:15:00,00:20:00,537,15.0,20.0,00:15,00:20
14,12182,GUNA,2890,2332,1774,1216,GUNA,1,00:45:00,00:50:00,558,45.0,50.0,00:45,00:50
15,12182,ASKN,3110,2508,1906,1304,ASHOK NAGAR,1,01:25:00,01:27:00,602,85.0,87.0,01:25,01:27
16,12182,MNV,3340,2692,2044,1396,MUNGAOLI,1,02:10:00,02:12:00,648,130.0,132.0,02:10,02:12
17,12182,MAKR,3470,2796,2122,1448,MALKHEDI,1,03:10:00,03:12:00,674,190.0,192.0,03:10,03:12
18,12182,SGO,3820,3076,2332,1588,SAUGOR,1,04:16:00,04:18:00,744,256.0,258.0,04:16,04:18
19,12182,DMO,4210,3388,2566,1744,DAMOH,1,05:18:00,05:20:00,822,318.0,320.0,05:18,05:20
20,12182,KTE,4765,3832,2899,1966,KATNI,1,07:05:00,07:15:00,933,425.0,435.0,07:05,07:15
21,12182,SHR,5025,4040,3055,2070,SIHORAROAD,1,07:48:00,07:50:00,985,468.0,470.0,07:48,07:50
22,12182,JBP,5220,4196,3172,2148,JABALPUR,1,08:45:00,08:45:00,1024,525.0,525.0,08:45,08:45
1,12183,BPL,100,100,100,100,BHOPAL,1,19:20:00,19:20:00,0,1160.0,1160.0,19:20,19:20
2,12183,BHS,365,312,259,206,VIDISHA,1,19:59:00,20:01:00,53,1199.0,1201.0,19:59,20:01
3,12183,BINA,790,652,514,376,BINA,1,21:00:00,21:05:00,138,1260.0,1265.0,21:00,21:05
4,12183,LAR,1105,904,703,502,LALITPUR,1,21:48:00,21:50:00,201,1308.0,1310.0,21:48,21:50
5,12183,JHS,1545,1256,967,678,JHANSI JN,1,23:12:00,23:22:00,289,1392.0,1402.0,23:12,23:22
6,12183,ORAI,2115,1712,1309,906,ORAI,1,00:43:00,00:45:00,403,43.0,45.0,00:43,00:45
7,12183,CNB,2635,2128,1621,1114,KANPUR CENTR,1,04:00:00,04:05:00,507,240.0,245.0,04:00,04:05
8,12183,LKO,3005,2424,1843,1262,LUCKNOW JN.,1,05:25:00,05:45:00,581,325.0,345.0,05:25,05:45
9,12183,RBL,3395,2736,2077,1418,RAE BARELI J,1,07:28:00,07:30:00,659,448.0,450.0,07:28,07:30
10,12183,AME,3695,2976,2257,1538,AMETHI,1,08:18:00,08:20:00,719,498.0,500.0,08:18,08:20
11,12183,PBH,3870,3116,2362,1608,PARTAPGARH J,1,09:00:00,09:00:00,754,540.0,540.0,09:00,09:00
1,12184,PBH,100,100,100,100,PARTAPGARH J,1,19:10:00,19:10:00,0,1150.0,1150.0,19:10,19:10
2,12184,AME,275,240,205,170,AMETHI,1,19:42:00,19:44:00,35,1182.0,1184.0,19:42,19:44
3,12184,RBL,575,480,385,290,RAE BARELI J,1,20:42:00,20:47:00,95,1242.0,1247.0,20:42,20:47
4,12184,LKO,960,788,616,444,LUCKNOW JN.,1,22:35:00,22:45:00,172,1355.0,1365.0,22:35,22:45
5,12184,CNB,1330,1084,838,592,KANPUR CENTR,1,00:15:00,00:20:00,246,15.0,20.0,00:15,00:20
6,12184,ORAI,1850,1500,1150,800,ORAI,1,01:44:00,01:49:00,350,104.0,109.0,01:44,01:49
7,12184,JHS,2420,1956,1492,1028,JHANSI JN,1,03:35:00,03:45:00,464,215.0,225.0,03:35,03:45
8,12184,LAR,2865,2312,1759,1206,LALITPUR,1,04:50:00,04:52:00,553,290.0,292.0,04:50,04:52
9,12184,BINA,3175,2560,1945,1330,BINA,1,06:30:00,06:35:00,615,390.0,395.0,06:30,06:35
10,12184,BHS,3605,2904,2203,1502,VIDISHA,1,07:33:00,07:35:00,701,453.0,455.0,07:33,07:35
11,12184,BPL,3870,3116,2362,1608,BHOPAL,1,08:50:00,08:50:00,754,530.0,530.0,08:50,08:50
1,12185,HBJ,100,100,100,100,HABIBGANJ,1,22:00:00,22:00:00,0,1320.0,1320.0,22:00,22:00
2,12185,BPL,130,124,118,112,BHOPAL,1,22:10:00,22:15:00,6,1330.0,1335.0,22:10,22:15
3,12185,BHS,395,336,277,218,VIDISHA,1,22:51:00,22:53:00,59,1371.0,1373.0,22:51,22:53
4,12185,BAQ,590,492,394,296,GANJ BASODA,1,23:22:00,23:24:00,98,1402.0,1404.0,23:22,23:24
5,12185,MABA,735,608,481,354,MANDI BAMORA,1,23:44:00,23:45:00,127,1424.0,1425.0,23:44,23:45
6,12185,BINA,820,676,532,388,BINA,1,00:20:00,00:25:00,144,20.0,25.0,00:20,00:25
7,12185,KYE,930,764,598,432,KHURAI,1,00:48:00,00:50:00,166,48.0,50.0,00:48,00:50
8,12185,SGO,1195,976,757,538,SAUGOR,1,01:35:00,01:40:00,219,95.0,100.0,01:35,01:40
9,12185,PHA,1445,1176,907,638,PATHARIA,1,02:24:00,02:26:00,269,144.0,146.0,02:24,02:26
10,12185,DMO,1580,1284,988,692,DAMOH,1,02:48:00,02:50:00,296,168.0,170.0,02:48,02:50
11,12185,KTE,2135,1728,1321,914,KATNI,1,04:45:00,05:00:00,407,285.0,300.0,04:45,05:00
12,12185,MYR,2450,1980,1510,1040,MAIHAR,1,05:43:00,05:45:00,470,343.0,345.0,05:43,05:45
13,12185,UHR,2520,2036,1552,1068,UNCHEHARA,1,05:58:00,06:00:00,484,358.0,360.0,05:58,06:00
14,12185,STA,2630,2124,1618,1112,SATNA,1,06:35:00,06:45:00,506,395.0,405.0,06:35,06:45
15,12185,REWA,2875,2320,1765,1210,REWA,1,08:00:00,08:00:00,555,480.0,480.0,08:00,08:00
1,12186,REWA,100,100,100,100,REWA,1,20:05:00,20:05:00,0,1205.0,1205.0,20:05,20:05
2,12186,STA,345,296,247,198,SATNA,1,20:50:00,20:55:00,49,1250.0,1255.0,20:50,20:55
3,12186,UHR,450,380,310,240,UNCHEHARA,1,21:08:00,21:10:00,70,1268.0,1270.0,21:08,21:10
4,12186,MYR,520,436,352,268,MAIHAR,1,21:23:00,21:25:00,84,1283.0,1285.0,21:23,21:25
5,12186,KTE,835,688,541,394,KATNI,1,22:30:00,22:40:00,147,1350.0,1360.0,22:30,22:40
6,12186,DMO,1395,1136,877,618,DAMOH,1,00:18:00,00:20:00,259,18.0,20.0,00:18,00:20
7,12186,PHA,1525,1240,955,670,PATHARIA,1,00:40:00,00:42:00,285,40.0,42.0,00:40,00:42
8,12186,SGO,1780,1444,1108,772,SAUGOR,1,01:30:00,01:35:00,336,90.0,95.0,01:30,01:35
9,12186,KYE,2040,1652,1264,876,KHURAI,1,02:14:00,02:16:00,388,134.0,136.0,02:14,02:16
10,12186,BINA,2165,1752,1339,926,BINA,1,03:20:00,03:30:00,413,200.0,210.0,03:20,03:30
11,12186,MABA,2250,1820,1390,960,MANDI BAMORA,1,03:46:00,03:47:00,430,226.0,227.0,03:46,03:47
12,12186,BAQ,2395,1936,1477,1018,GANJ BASODA,1,04:09:00,04:11:00,459,249.0,251.0,04:09,04:11
13,12186,BHS,2590,2092,1594,1096,VIDISHA,1,04:39:00,04:41:00,498,279.0,281.0,04:39,04:41
14,12186,BPL,2855,2304,1753,1202,BHOPAL,1,05:35:00,05:40:00,551,335.0,340.0,05:35,05:40
15,12186,HBJ,2885,2328,1771,1214,HABIBGANJ,1,06:05:00,06:05:00,557,365.0,365.0,06:05,06:05
1,12187,JBP,100,100,100,100,JABALPUR,1,19:30:00,19:30:00,0,1170.0,1170.0,19:30,19:30
2,12187,NU,520,436,352,268,NARSINGHPUR,1,20:33:00,20:35:00,84,1233.0,1235.0,20:33,20:35
3,12187,GAR,740,612,484,356,GADARWARA,1,21:08:00,21:10:00,128,1268.0,1270.0,21:08,21:10
4,12187,PPI,985,808,631,454,PIPARIYA,1,21:53:00,21:55:00,177,1313.0,1315.0,21:53,21:55
5,12187,ET,1325,1080,835,590,ITARSI,1,23:35:00,23:45:00,245,1415.0,1425.0,23:35,23:45
6,12187,HD,1700,1380,1060,740,HARDA,1,00:36:00,00:38:00,320,36.0,38.0,00:36,00:38
7,12187,KNW,2240,1812,1384,956,KHANDWA JN.,1,02:30:00,02:35:00,428,150.0,155.0,02:30,02:35
8,12187,BSL,2860,2308,1756,1204,BHUSAVAL JN.,1,04:10:00,04:20:00,552,250.0,260.0,04:10,04:20
9,12187,JL,2980,2404,1828,1252,JALGAON JN.,1,04:42:00,04:44:00,576,282.0,284.0,04:42,04:44
10,12187,MMR,3780,3044,2308,1572,MANMAD JN.,1,06:37:00,06:40:00,736,397.0,400.0,06:37,06:40
11,12187,NK,4145,3336,2527,1718,NASIK ROAD,1,07:45:00,07:50:00,809,465.0,470.0,07:45,07:50
12,12187,IGP,4395,3536,2677,1818,IGATPURI,1,09:05:00,09:10:00,859,545.0,550.0,09:05,09:10
13,12187,KYN,4815,3872,2929,1986,KALYAN JN,1,10:57:00,11:00:00,943,657.0,660.0,10:57,11:00
14,12187,DR,5035,4048,3061,2074,DADAR,1,11:47:00,11:50:00,987,707.0,710.0,11:47,11:50
15,12187,CSMT,5080,4084,3088,2092,CST-MUMBAI,1,12:15:00,12:15:00,996,735.0,735.0,12:15,12:15
1,12188,CSMT,100,100,100,100,CST-MUMBAI,1,13:30:00,13:30:00,0,810.0,810.0,13:30,13:30
2,12188,DR,140,132,124,116,DADAR,1,13:42:00,13:45:00,8,822.0,825.0,13:42,13:45
3,12188,KYN,365,312,259,206,KALYAN JN,1,14:22:00,14:25:00,53,862.0,865.0,14:22,14:25
4,12188,IGP,780,644,508,372,IGATPURI,1,16:00:00,16:05:00,136,960.0,965.0,16:00,16:05
5,12188,NK,1035,848,661,474,NASIK ROAD,1,16:55:00,17:00:00,187,1015.0,1020.0,16:55,17:00
6,12188,MMR,1400,1140,880,620,MANMAD JN.,1,17:47:00,17:50:00,260,1067.0,1070.0,17:47,17:50
7,12188,JL,2195,1776,1357,938,JALGAON JN.,1,19:28:00,19:30:00,419,1168.0,1170.0,19:28,19:30
8,12188,BSL,2320,1876,1432,988,BHUSAVAL JN.,1,20:00:00,20:10:00,444,1200.0,1210.0,20:00,20:10
9,12188,KNW,2935,2368,1801,1234,KHANDWA JN.,1,23:15:00,23:20:00,567,1395.0,1400.0,23:15,23:20
10,12188,HD,3475,2800,2125,1450,HARDA,1,00:32:00,00:34:00,675,32.0,34.0,00:32,00:34
11,12188,ET,3850,3100,2350,1600,ITARSI,1,02:00:00,02:10:00,750,120.0,130.0,02:00,02:10
12,12188,PPI,4190,3372,2554,1736,PIPARIYA,1,03:03:00,03:05:00,818,183.0,185.0,03:03,03:05
13,12188,GAR,4435,3568,2701,1834,GADARWARA,1,03:28:00,03:30:00,867,208.0,210.0,03:28,03:30
14,12188,NU,4660,3748,2836,1924,NARSINGHPUR,1,04:08:00,04:10:00,912,248.0,250.0,04:08,04:10
15,12188,JBP,5080,4084,3088,2092,JABALPUR,1,06:00:00,06:00:00,996,360.0,360.0,06:00,06:00
1,12189,JBP,100,100,100,100,JABALPUR,1,18:10:00,18:10:00,0,1090.0,1090.0,18:10,18:10
2,12189,SHR,290,252,214,176,SIHORAROAD,1,18:38:00,18:40:00,38,1118.0,1120.0,18:38,18:40
3,12189,KTE,550,460,370,280,KATNI,1,19:20:00,19:25:00,90,1160.0,1165.0,19:20,19:25
4,12189,MYR,865,712,559,406,MAIHAR,1,20:08:00,20:10:00,153,1208.0,1210.0,20:08,20:10
5,12189,STA,1045,856,667,478,SATNA,1,20:50:00,21:00:00,189,1250.0,1260.0,20:50,21:00
6,12189,JTW,1145,936,727,518,JAITWAR,1,21:16:00,21:18:00,209,1276.0,1278.0,21:16,21:18
7,12189,MJG,1250,1020,790,560,MAJHGAWAN,1,21:42:00,21:44:00,230,1302.0,1304.0,21:42,21:44
8,12189,CKTD,1555,1264,973,682,CHITRAKUTDHA,1,22:58:00,23:00:00,291,1378.0,1380.0,22:58,23:00
9,12189,ATE,1740,1412,1084,756,ATARRA,1,23:27:00,23:29:00,328,1407.0,1409.0,23:27,23:29
10,12189,BNDA,1900,1540,1180,820,BANDA JN,1,00:02:00,00:12:00,360,2.0,12.0,00:02,00:12
11,12189,MBA,2165,1752,1339,926,MAHOBA,1,00:53:00,00:55:00,413,53.0,55.0,00:53,00:55
12,12189,BTX,2315,1872,1429,986,BELA TAL,1,01:23:00,01:25:00,443,83.0,85.0,01:23,01:25
13,12189,HPP,2430,1964,1498,1032,HARPALPUR,1,01:43:00,01:45:00,466,103.0,105.0,01:43,01:45
14,12189,MRPR,2535,2048,1561,1074,MAU RANIPUR,1,02:08:00,02:10:00,487,128.0,130.0,02:08,02:10
15,12189,NEW,2700,2180,1660,1140,NIWARI,1,02:48:00,02:50:00,520,168.0,170.0,02:48,02:50
16,12189,JHS,2855,2304,1753,1202,JHANSI JN,1,03:55:00,04:20:00,551,235.0,260.0,03:55,04:20
17,12189,DAA,2980,2404,1828,1252,DATIA,1,04:40:00,04:42:00,576,280.0,282.0,04:40,04:42
18,12189,DBA,3130,2524,1918,1312,DABRA,1,05:04:00,05:06:00,606,304.0,306.0,05:04,05:06
19,12189,GWL,3340,2692,2044,1396,GWALIOR JN,1,05:50:00,05:55:00,648,350.0,355.0,05:50,05:55
20,12189,MRA,3535,2848,2161,1474,MORENA,1,06:20:00,06:22:00,687,380.0,382.0,06:20,06:22
21,12189,DHO,3615,2912,2209,1506,DHAULPUR,1,07:03:00,07:05:00,703,423.0,425.0,07:03,07:05
22,12189,AGC,3875,3120,2365,1610,AGRA CANTT,1,08:10:00,08:15:00,755,490.0,495.0,08:10,08:15
23,12189,RKM,3895,3136,2377,1618,RAJA-KI-MAND,1,08:28:00,08:30:00,759,508.0,510.0,08:28,08:30
24,12189,MTJ,4140,3332,2524,1716,MATHURA JN.,1,09:15:00,09:20:00,808,555.0,560.0,09:15,09:20
25,12189,KSV,4340,3492,2644,1796,KOSI KALAN,1,09:48:00,09:50:00,848,588.0,590.0,09:48,09:50
26,12189,PWL,4550,3660,2770,1880,PALWAL,1,10:33:00,10:35:00,890,633.0,635.0,10:33,10:35
27,12189,BVH,4655,3744,2833,1922,BALLABGARH,1,10:53:00,10:55:00,911,653.0,655.0,10:53,10:55
28,12189,FDB,4695,3776,2857,1938,FARIDABAD,1,11:06:00,11:08:00,919,666.0,668.0,11:06,11:08
29,12189,NZM,4785,3848,2911,1974,HAZRAT NIZAM,1,11:40:00,11:40:00,937,700.0,700.0,11:40,11:40
1,12190,NZM,100,100,100,100,HAZRAT NIZAM,1,16:05:00,16:05:00,0,965.0,965.0,16:05,16:05
2,12190,BVH,225,200,175,150,BALLABGARH,1,16:29:00,16:31:00,25,989.0,991.0,16:29,16:31
3,12190,PWL,330,284,238,192,PALWAL,1,16:56:00,16:58:00,46,1016.0,1018.0,16:56,16:58
4,12190,KSV,545,456,367,278,KOSI KALAN,1,17:28:00,17:30:00,89,1048.0,1050.0,17:28,17:30
5,12190,MTJ,750,620,490,360,MATHURA JN.,1,18:10:00,18:15:00,130,1090.0,1095.0,18:10,18:15
6,12190,RKM,1000,820,640,460,RAJA-KI-MAND,1,18:55:00,18:57:00,180,1135.0,1137.0,18:55,18:57
7,12190,AGC,1015,832,649,466,AGRA CANTT,1,19:13:00,19:18:00,183,1153.0,1158.0,19:13,19:18
8,12190,DHO,1280,1044,808,572,DHAULPUR,1,20:08:00,20:10:00,236,1208.0,1210.0,20:08,20:10
9,12190,MRA,1360,1108,856,604,MORENA,1,20:33:00,20:35:00,252,1233.0,1235.0,20:33,20:35
10,12190,GWL,1550,1260,970,680,GWALIOR JN,1,21:06:00,21:11:00,290,1266.0,1271.0,21:06,21:11
11,12190,DBA,1765,1432,1099,766,DABRA,1,21:44:00,21:46:00,333,1304.0,1306.0,21:44,21:46
12,12190,DAA,1915,1552,1189,826,DATIA,1,22:12:00,22:14:00,363,1332.0,1334.0,22:12,22:14
13,12190,JHS,2040,1652,1264,876,JHANSI JN,1,22:55:00,23:15:00,388,1375.0,1395.0,22:55,23:15
14,12190,NEW,2195,1776,1357,938,NIWARI,1,23:46:00,23:48:00,419,1426.0,1428.0,23:46,23:48
15,12190,MRPR,2355,1904,1453,1002,MAU RANIPUR,1,00:20:00,00:22:00,451,20.0,22.0,00:20,00:22
16,12190,HPP,2465,1992,1519,1046,HARPALPUR,1,00:45:00,00:47:00,473,45.0,47.0,00:45,00:47
17,12190,BTX,2575,2080,1585,1090,BELA TAL,1,01:10:00,01:12:00,495,70.0,72.0,01:10,01:12
18,12190,MBA,2725,2200,1675,1150,MAHOBA,1,01:50:00,01:52:00,525,110.0,112.0,01:50,01:52
19,12190,BNDA,2995,2416,1837,1258,BANDA JN,1,03:15:00,03:25:00,579,195.0,205.0,03:15,03:25
20,12190,ATE,3155,2544,1933,1322,ATARRA,1,03:52:00,03:54:00,611,232.0,234.0,03:52,03:54
21,12190,CKTD,3340,2692,2044,1396,CHITRAKUTDHA,1,04:20:00,04:22:00,648,260.0,262.0,04:20,04:22
22,12190,MJG,3645,2936,2227,1518,MAJHGAWAN,1,05:46:00,05:48:00,709,346.0,348.0,05:46,05:48
23,12190,JTW,3745,3016,2287,1558,JAITWAR,1,06:06:00,06:08:00,729,366.0,368.0,06:06,06:08
24,12190,STA,3845,3096,2347,1598,SATNA,1,06:35:00,06:45:00,749,395.0,405.0,06:35,06:45
25,12190,MYR,4020,3236,2452,1668,MAIHAR,1,07:06:00,07:08:00,784,426.0,428.0,07:06,07:08
26,12190,KTE,4335,3488,2641,1794,KATNI,1,07:55:00,08:00:00,847,475.0,480.0,07:55,08:00
27,12190,SHR,4600,3700,2800,1900,SIHORAROAD,1,08:43:00,08:45:00,900,523.0,525.0,08:43,08:45
28,12190,JBP,4790,3852,2914,1976,JABALPUR,1,09:35:00,09:35:00,938,575.0,575.0,09:35,09:35
1,12191,NDLS,100,100,100,100,NEW DELHI,1,14:05:00,14:05:00,0,845.0,845.0,14:05,14:05
2,12191,NZM,135,128,121,114,HAZRAT NIZAM,1,14:18:00,14:20:00,7,858.0,860.0,14:18,14:20
3,12191,MTJ,785,648,511,374,MATHURA JN.,1,16:08:00,16:13:00,137,968.0,973.0,16:08,16:13
4,12191,AGC,1055,864,673,482,AGRA CANTT,1,16:57:00,17:02:00,191,1017.0,1022.0,16:57,17:02
5,12191,DHO,1315,1072,829,586,DHAULPUR,1,17:50:00,17:52:00,243,1070.0,1072.0,17:50,17:52
6,12191,MRA,1395,1136,877,618,MORENA,1,18:15:00,18:17:00,259,1095.0,1097.0,18:15,18:17
7,12191,GWL,1590,1292,994,696,GWALIOR JN,1,18:50:00,18:55:00,298,1130.0,1135.0,18:50,18:55
8,12191,DAA,1950,1580,1210,840,DATIA,1,20:16:00,20:18:00,370,1216.0,1218.0,20:16,20:18
9,12191,JHS,2075,1680,1285,890,JHANSI JN,1,20:40:00,20:50:00,395,1240.0,1250.0,20:40,20:50
10,12191,LAR,2515,2032,1549,1066,LALITPUR,1,21:56:00,21:58:00,483,1316.0,1318.0,21:56,21:58
11,12191,BINA,2830,2284,1738,1192,BINA,1,22:55:00,23:00:00,546,1375.0,1380.0,22:55,23:00
12,12191,BAQ,3060,2468,1876,1284,GANJ BASODA,1,23:34:00,23:35:00,592,1414.0,1415.0,23:34,23:35
13,12191,BHS,3255,2624,1993,1362,VIDISHA,1,00:03:00,00:05:00,631,3.0,5.0,00:03,00:05
14,12191,BPL,3520,2836,2152,1468,BHOPAL,1,00:55:00,01:05:00,684,55.0,65.0,00:55,01:05
15,12191,HBJ,3550,2860,2170,1480,HABIBGANJ,1,01:17:00,01:19:00,690,77.0,79.0,01:17,01:19
16,12191,HBD,3890,3132,2374,1616,HOSHANGABAD,1,02:26:00,02:28:00,758,146.0,148.0,02:26,02:28
17,12191,ET,3980,3204,2428,1652,ITARSI,1,02:55:00,03:15:00,776,175.0,195.0,02:55,03:15
18,12191,PPI,4315,3472,2629,1786,PIPARIYA,1,04:23:00,04:25:00,843,263.0,265.0,04:23,04:25
19,12191,GAR,4565,3672,2779,1886,GADARWARA,1,04:48:00,04:50:00,893,288.0,290.0,04:48,04:50
20,12191,KY,4705,3784,2863,1942,KARELI,1,05:10:00,05:12:00,921,310.0,312.0,05:10,05:12
21,12191,NU,4785,3848,2911,1974,NARSINGHPUR,1,05:28:00,05:30:00,937,328.0,330.0,05:28,05:30
22,12191,SRID,4940,3972,3004,2036,SRIDHAM,1,05:58:00,06:00:00,968,358.0,360.0,05:58,06:00
23,12191,MML,5190,4172,3154,2136,MADANMAHAL,1,06:48:00,06:50:00,1018,408.0,410.0,06:48,06:50
